Manufacturer,Model,Technology,Message
Seraphim Energy Group Inc.,SEG-6MB-260WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-260WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-260BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-260BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-260WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-260WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-265WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-265WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-265BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-265BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-270WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-270WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-270BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-270BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-270WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-270WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-275WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-275WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-275BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-275BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-275WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-275WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-280BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-280WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-280WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-285BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-285WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-285WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-290BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-290WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-290WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-295BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-295WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-295WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MB-300BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-300WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-300WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-305BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-305BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-305WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-305WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-310WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-310WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-310BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-310BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-310WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-310WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-315WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-315WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-315BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-315BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-315WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-315WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E11B-315,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-320WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-320WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-320BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-320BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-320WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E01B-320,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-325WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-325WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-325BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-325BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-325WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-325WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-330WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-330WW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-330BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-330BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-330WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-330WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-335BB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-335BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-335WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-335BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PA-335BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-340BB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-340BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-340WB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-345BB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-345BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-350BB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-350BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E11A-350,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-355BB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-355BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E11A-355,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-360BB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-360BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E01A-360,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-365BB,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6MA-365BW,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E11A-365,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E01A-370,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E01A-375,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-E01A-380,Mono-c-Si,"could not solve, check inputs"
Shandong Linuo Photovoltaic Hi-Tech,LN180(36)M-175,Mono-c-Si,"could not solve, check inputs"
Shandong Linuo Photovoltaic Hi-Tech,LN180(36)M-180,Mono-c-Si,"could not solve, check inputs"
Silfab,SSA260M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSA285M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSA290M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSA295M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSA300M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSA305M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSA310M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSG345M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSG350M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSG355M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSG360M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSG365M,Mono-c-Si,"could not solve, check inputs"
Silfab,SSG370M,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL290BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL290BL-W,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL295BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL295BL-W,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL300BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL300BL-W,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL305BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL305BL-W,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL310BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL310BL-W,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL315BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL315BL-W,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL320BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL320BL-W,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL325BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL325BL-W,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL330BL,Mono-c-Si,"could not solve, check inputs"
Silfab Solar Inc.,SIL330BL-W,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria 240,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria 245,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-315R-BX,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-320R-BX,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-320R-WX,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-325R-BX,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-325R-WX,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-330R-PX,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-330R-WX,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-335R-BD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-345R-AC,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-350R-PD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-355R-AC,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-355R-BD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-355R-PD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-355R-PD-L,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-360R-PD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-360R-PD-L,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-365R-AC,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-365R-PD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-365R-PD-L,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-370R-PD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-375R-PD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-410C-BD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-420C-PD,Mono-c-Si,"could not solve, check inputs"
Solaria Corporation,Solaria PowerXT-430C-BD,Mono-c-Si,"could not solve, check inputs"
Solartech Renewables,STR205,Multi-c-Si,"could not solve, check inputs"
SolarWorld Industries GmbH,Sunmodule Bisun SW 270 duo,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 270 duo,No Information Submitted,39,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Bisun SW 270 duo black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 270 duo black,No Information Submitted,39,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 270 mono black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 270 mono black,No Information Submitted,38.3,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Protect SW 270 mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Protect SWA 270 mono,No Information Submitted,39.2,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Bisun SW 275 duo,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 275 duo,No Information Submitted,39.1,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Bisun SW 275 duo black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 275 duo black,No Information Submitted,39.1,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 275 mono black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 275 mono black,No Information Submitted,37.5,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Bisun SW 280 duo,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 280 duo,No Information Submitted,39.6,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Bisun SW 280 duo black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 280 duo black,No Information Submitted,39.6,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 280 mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 280 mono,No Information Submitted,39.5,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 280 mono black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 280 mono black,No Information Submitted,39.5,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 280 mono black laminate,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 280 mono black laminate,No Information Submitted,39.5,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Protect SW 280 mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Protect SWA 280 mono,No Information Submitted,39.5,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 285 mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 285 mono,No Information Submitted,39.7,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 285 mono black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 285 mono black,No Information Submitted,39.7,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 285 mono black laminate,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 285 mono black laminate,No Information Submitted,39.7,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 290 mono black,,"fail(Nser, positive): 0"
,No Information Submitted,39.9,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 290 mono black laminate,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Plus SWA 290 mono black laminate,No Information Submitted,39.9,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Protect SW 290 mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Protect SWA 290 mono,No Information Submitted,39.9,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 295 mono,,"fail(Nser, positive): 0"
,No Information Submitted,40,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Plus SW 300 mono,,"fail(Nser, positive): 0"
Multiple Listing of SunPower SPT-300-Mono,No Information Submitted,40.1,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Bisun SW 320 XL duo,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 320 XL duo,No Information Submitted,47.1,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 320 XL mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 320 XL mono,No Information Submitted,45.9,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Bisun SW 325 XL duo,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 325 XL duo,No Information Submitted,47,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 325 XL mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 325 XL mono,No Information Submitted,46.1,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule Bisun SW 330 XL duo,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule Bisun SWA 330 XL duo,No Information Submitted,46.9,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 330 XL mono black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 330 XL mono black,No Information Submitted,47.2,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 335 XL mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 335 XL mono,No Information Submitted,47.4,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 340 XL mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 340 XL mono,No Information Submitted,47.6,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 340 XL mono black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 340 XL mono black,No Information Submitted,47.6,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 345 XL mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 345 XL mono,No Information Submitted,47.8,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 345 XL mono black,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 345 XL mono black,No Information Submitted,47.8,precheck input: variable 'celltype' required but not assigned
SolarWorld Industries GmbH,Sunmodule SW 350 XL mono,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Americas Inc Sunmodule SWA 350 XL mono,No Information Submitted,48,precheck input: variable 'celltype' required but not assigned
STACE Solar Solutions Inc.,STA-PV72B360,Mono-c-Si,"could not solve, check inputs"
STACE Solar Solutions Inc.,STA-PV72M360,Mono-c-Si,"could not solve, check inputs"
STACE Solar Solutions Inc.,STA-PV72B365,Mono-c-Si,"could not solve, check inputs"
STACE Solar Solutions Inc.,STA-PV72M365,Mono-c-Si,"could not solve, check inputs"
STACE Solar Solutions Inc.,STA-PV72B370,Mono-c-Si,"could not solve, check inputs"
STACE Solar Solutions Inc.,STA-PV72M370,Mono-c-Si,"could not solve, check inputs"
STACE Solar Solutions Inc.,STA-PV72B375,Mono-c-Si,"could not solve, check inputs"
STACE Solar Solutions Inc.,STA-PV72M375,Mono-c-Si,"could not solve, check inputs"
SunEdison,SE-H360EzC-3y,Mono-c-Si,"could not solve, check inputs"
Sunlan Solar,SLM240P,Multi-c-Si,"could not solve, check inputs"
Sunny International Power,SPM-220PB203,Multi-c-Si,"could not solve, check inputs"
SunPower,SPT-290-Mono-BK,,"fail(Nser, positive): 0"
Multiple Listing of SolarWorld Industries GmbH Sunmodule Plus SW 290 mono black.,,,"fail(Nser, positive): 0"
Formerly SolarWorld Americas Inc Sunmodule Plus SWA 290 mono black.,No Information Submitted,39.6,precheck input: variable 'celltype' required but not assigned
SunPower,SPT-295-Mono-BK,,"fail(Nser, positive): 0"
Formerly SolarWorld Americas Inc Sunmodule Plus SWA 295 mono black,No Information Submitted,39.8,precheck input: variable 'celltype' required but not assigned
SunPower,SPT-300-Mono-BK,,"fail(Nser, positive): 0"
Formerly SolarWorld Americas Inc Sunmodule Plus SWA 300 mono black.,No Information Submitted,40,precheck input: variable 'celltype' required but not assigned
SunPower,SPT-305-Mono-BK,,"fail(Nser, positive): 0"
Formerly SolarWorld Americas Inc Sunmodule Plus SWA 305 mono black.,No Information Submitted,40.1,precheck input: variable 'celltype' required but not assigned
SunPower,SPT-310-Mono-BK,,"fail(Nser, positive): 0"
Formerly SolarWorld Americas Inc Sunmodule Plus SWA 310 mono black.,No Information Submitted,40.3,precheck input: variable 'celltype' required but not assigned
SunPower,SPR-X21-350-BLK-D-AC,,"fail(Nser, positive): 0"
Black Back Sheet,,,"fail(Nser, positive): 0"
ACPV Module. DC Module:  SPR-X21-350-BLK. Micro-inverter:  MI-C-320-US208/240-1X.,UL 1741,96,precheck input: variable 'celltype' required but not assigned
Sunpreme Inc.,SNPM-GxB-300y SM,Thin Film,"could not solve, check inputs"
Sunpreme Inc.,SNPM-GxB-320T-4BB SM,Mono-c-Si,"could not solve, check inputs"
Sunpreme Inc.,SNPM-GxB-340 SM,Thin Film,"could not solve, check inputs"
Sunpreme Inc.,SNPM-GxB-350 SM,Thin Film,"could not solve, check inputs"
Sunpreme Inc.,SNPM-GxB-360 SM,Thin Film,"could not solve, check inputs"
Sunpreme Inc.,SNPM-GxB-370 SM,Thin Film,"could not solve, check inputs"
Sunpreme Inc.,SNPM-GxB-380 SM,Thin Film,"could not solve, check inputs"
SunSpark Technology Inc.,SST-300M,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-300MB,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-305M,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-305MB,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-310M,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-310MB,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-315M,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-315MB,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-320M,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-320MB,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-360M,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-365M,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-370M,Mono-c-Si,"could not solve, check inputs"
SunSpark Technology Inc.,SST-375M,Mono-c-Si,"could not solve, check inputs"
Supreme Solar,SS-240P,Multi-c-Si,"could not solve, check inputs"
Tainergy Tech,TKSE-14501,Multi-c-Si,"could not solve, check inputs"
Tainergy Tech,TKSD-17001,Multi-c-Si,"could not solve, check inputs"
Tainergy Tech,TKSC-19501,Multi-c-Si,"could not solve, check inputs"
TenKSolar,TKS-CXXXXXX,Mono-c-Si,"could not solve, check inputs"
TenKSolar,TKS-EXXXXXX,Multi-c-Si,"could not solve, check inputs"
TenKSolar,TKS-DXXXXXX,Mono-c-Si,"could not solve, check inputs"
TenKSolar,TKS-F-XXXXXXX,Multi-c-Si,"could not solve, check inputs"
TenKSolar,XT-A-400,Multi-c-Si,"could not solve, check inputs"
TenKSolar,XT-A,Multi-c-Si,"could not solve, check inputs"
TenKSolar,XT-A-440,Multi-c-Si,"could not solve, check inputs"
TenKSolar,XT-M-440,Mono-c-Si,"could not solve, check inputs"
TenKSolar,XT-M-450,Mono-c-Si,"could not solve, check inputs"
TenKSolar,XT-M-500,Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S450SB2BK(X),Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S450SB2BK(X)5,Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S455SB2BK(X),Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S455SB2BK(X)5,Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S460SB2BK(X),Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S460SB2BK(X)5,Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S465SB2BK(X),Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S465SB2BK(X)5,Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S470SB2BK(X),Mono-c-Si,"could not solve, check inputs"
Topsun Co Ltd,TSH-S470SB2BK(X)5,Mono-c-Si,"could not solve, check inputs"
